Response ID,Gender,Industry,Year,Occupation,Policy,HowmuchWork,WhichDays,AllowRemote,Encouraged,WellPrepared,Common,Permission,Collaborate
255,Female,Public Administration and Safety,1963,Clerical and administrative workers - Other Clerical and Administrative Workers,5,1,5,1,5,5,5,5,3
256,Male,Other Services,1969,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,4,4,5,5,5,4,2,5,4
257,Female,Education and Training,1957,Professionals - Education Professionals,4,2,4,5,3,4,4,4,4
258,Female,"Professional, Scientific and Technical",1985,"Professionals - Legal, Social and Welfare Professionals",5,5,5,5,4,4,5,5,4
259,Male,Construction,1969,"Professionals - Design, Engineering, Science and Transport Professionals",4,5,5,3,3,4,4,3,4
260,Female,"Electricity, Gas, Water and Waste",1997,Clerical and administrative workers - Inquiry Clerks and Receptionists,5,5,1,5,5,5,5,5,5
261,Female,Information Media and Telecommunications,1990,Clerical and administrative workers - Office Managers and Program Administrators,5,4,4,4,5,4,5,5,4
262,Female,Financial and Insurance,1982,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,4,4,4,4,4
263,Female,Information Media and Telecommunications,2000,Clerical and administrative workers - Other Clerical and Administrative Workers,5,3,3,3,5,3,4,3,3
264,Female,Financial and Insurance,1973,Clerical and administrative workers - Clerical and Office Support Workers,5,2,1,4,5,2,5,5,2
265,Female,Education and Training,1986,Professionals - Education Professionals,4,1,3,1,2,2,2,1,4
266,Male,Manufacturing,1973,"Professionals - Design, Engineering, Science and Transport Professionals",4,2,2,4,4,4,4,5,4
267,Female,Mining,2000,Machinery operators and drivers - Machine and Stationary Plant Operators,5,5,5,5,5,5,5,5,5
268,Female,"Rental, Hiring and Real Estate",1988,Sales workers - Sales Assistants and Salespersons,4,4,4,4,3,4,4,4,4
269,Female,Other Services,1996,"Professionals - Legal, Social and Welfare Professionals",2,1,1,4,1,2,4,5,3
270,Male,Retail Trade,1990,Sales workers - Sales Assistants and Salespersons,4,5,5,5,4,5,4,5,4
271,Male,Other Services,1992,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,2,2,1,3,4,2,3,3,2
272,Male,Information Media and Telecommunications,1981,"Managers - Chief Executives, General Managers and Legislators",4,5,4,5,5,5,5,4,5
273,Female,Other Services,1998,Clerical and administrative workers - Personal Assistants and Secretaries,3,1,2,4,5,4,4,4,4
274,Male,Information Media and Telecommunications,1985,"Managers - Chief Executives, General Managers and Legislators",4,3,4,5,4,5,3,4,4
275,Female,Financial and Insurance,1988,"Professionals - Business, Human Resource and Marketing Professionals",5,2,5,4,3,5,4,2,5
276,Female,Other Services,1960,Clerical and administrative workers - Clerical and Office Support Workers,5,1,3,5,4,4,1,5,5
277,Female,Information Media and Telecommunications,1969,"Professionals - Legal, Social and Welfare Professionals",5,5,5,2,5,4,5,5,5
278,Female,"Agriculture, Forestry and Fishing",1986,Managers - Specialist Managers,2,1,5,2,4,2,3,4,2
279,Female,Health Care and Social Assistance,1965,Professionals - Health Professionals,5,5,5,5,5,5,5,5,5
280,Male,Education and Training,1970,Professionals - Education Professionals,3,1,1,4,1,1,1,1,1
281,Male,Public Administration and Safety,1961,Managers - Specialist Managers,4,4,2,4,4,4,4,4,4
282,Female,Other Services,1980,"Managers - Hospitality, Retail and Service Managers",4,5,5,2,5,5,5,5,5
283,Male,Financial and Insurance,1963,Managers - Specialist Managers,5,5,5,1,5,5,4,5,5
284,Male,Financial and Insurance,1961,Professionals - ICT Professionals,4,3,5,3,3,4,4,4,2
285,Male,Accommodation and Food,1964,"Managers - Hospitality, Retail and Service Managers",3,3,4,3,5,4,4,3,4
286,Male,Information Media and Telecommunications,1974,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,4,2,1,5,3,4,4,4,2
287,Male,Manufacturing,1980,"Professionals - Business, Human Resource and Marketing Professionals",3,1,1,5,2,3,2,3,4
288,Male,"Professional, Scientific and Technical",1972,Managers - Specialist Managers,5,5,5,3,4,4,4,5,4
289,Male,Public Administration and Safety,1969,Clerical and administrative workers - Office Managers and Program Administrators,5,5,5,5,5,4,4,4,4
290,Male,Construction,1964,Labourers - Construction and Mining Labourers,5,3,2,5,3,3,5,4,4
291,Female,Wholesale Trade,1990,Clerical and administrative workers - Other Clerical and Administrative Workers,5,4,4,4,5,2,3,4,5
292,Female,Financial and Insurance,1983,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,2,4,4,3,5,5
293,Female,Other Services,1998,"Managers - Hospitality, Retail and Service Managers",1,1,1,1,1,1,1,1,1
294,Male,Financial and Insurance,1980,Managers - Specialist Managers,5,4,4,5,5,4,5,5,4
295,Male,"Electricity, Gas, Water and Waste",1959,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,5,5,2,5,5
296,Female,Financial and Insurance,1962,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,4,5,5,5,4
297,Male,Information Media and Telecommunications,1972,Professionals - ICT Professionals,5,5,5,5,5,5,5,5,5
298,Female,Financial and Insurance,1984,Clerical and administrative workers - Other Clerical and Administrative Workers,5,5,5,1,5,5,2,5,5
299,Male,"Professional, Scientific and Technical",1959,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,4,4,4,4,4
300,Male,Accommodation and Food,1992,Technicians and trades workers - Food Trades Workers,1,1,2,2,3,2,4,3,4
301,Female,"Transport, Postal and Warehousing",1977,Clerical and administrative workers - Clerical and Office Support Workers,1,1,1,4,1,3,4,1,5
302,Male,Other Services,1981,Managers - Specialist Managers,5,5,5,3,5,5,5,5,5
303,Female,Health Care and Social Assistance,1981,Professionals - Health Professionals,4,1,1,2,4,1,1,1,2
304,Male,Wholesale Trade,1970,"Professionals - Design, Engineering, Science and Transport Professionals",3,3,3,4,1,1,2,4,2
305,Male,Financial and Insurance,1971,"Professionals - Legal, Social and Welfare Professionals",5,5,5,5,5,4,5,5,3
306,Female,Financial and Insurance,1959,Professionals - ICT Professionals,4,4,4,2,4,5,4,5,5
307,Female,"Professional, Scientific and Technical",1985,"Professionals - Legal, Social and Welfare Professionals",4,4,4,4,4,3,4,3,4
308,Male,Information Media and Telecommunications,1978,"Managers - Chief Executives, General Managers and Legislators",5,4,5,5,4,4,5,5,3
309,Male,"Professional, Scientific and Technical",1961,Managers - Specialist Managers,3,1,4,5,2,4,4,3,2
310,Male,Education and Training,1972,"Managers - Chief Executives, General Managers and Legislators",2,2,2,3,2,3,2,3,3
311,Male,"Professional, Scientific and Technical",1980,Managers - Specialist Managers,3,2,4,5,2,4,1,2,2
312,Male,Arts and Recreation,1984,"Managers - Chief Executives, General Managers and Legislators",5,5,5,3,4,5,5,5,2
313,Female,"Agriculture, Forestry and Fishing",1998,Managers - Farmers and Farm Managers,2,5,4,3,4,2,5,3,5
314,Male,Education and Training,1957,Professionals - Education Professionals,3,1,5,2,1,4,2,4,1
315,Male,"Professional, Scientific and Technical",1983,Managers - Specialist Managers,5,4,4,3,5,4,5,5,5
316,Female,Retail Trade,1989,Managers - Specialist Managers,2,2,2,5,4,2,5,3,1
317,Male,Education and Training,1967,Professionals - Education Professionals,4,4,5,1,5,5,5,5,4
318,Male,"Agriculture, Forestry and Fishing",1985,"Managers - Chief Executives, General Managers and Legislators",4,5,4,4,4,5,4,5,4
319,Male,Manufacturing,1985,Clerical and administrative workers - Personal Assistants and Secretaries,4,4,4,3,4,4,4,5,4
320,Female,Health Care and Social Assistance,1964,Professionals - Health Professionals,5,4,5,5,3,4,2,5,5
321,Female,Manufacturing,1985,"Managers - Chief Executives, General Managers and Legislators",4,4,4,3,4,3,4,4,4
322,Male,Administrative and Support,1988,Community and personal service workers - Protective Service Workers,4,4,2,3,4,4,5,4,5
323,Male,Financial and Insurance,1982,Professionals - Arts and Media Professionals,4,4,4,3,4,4,4,4,4
324,Female,Manufacturing,1974,Managers - Specialist Managers,4,4,4,3,4,4,4,4,5
325,Female,Other Services,1983,"Managers - Chief Executives, General Managers and Legislators",5,4,4,5,4,5,4,5,5
326,Male,Arts and Recreation,1983,Managers - Farmers and Farm Managers,4,4,5,5,4,5,4,5,4
327,Female,Construction,1986,Clerical and administrative workers - Office Managers and Program Administrators,5,4,4,4,5,5,4,4,4
328,Female,Administrative and Support,1985,Clerical and administrative workers - Office Managers and Program Administrators,5,4,5,5,4,5,5,5,4
329,Male,Health Care and Social Assistance,1967,"Professionals - Design, Engineering, Science and Transport Professionals",5,3,5,5,5,4,5,5,5
330,Female,Construction,1997,Managers - Specialist Managers,4,4,3,4,3,5,4,4,4
331,Female,Administrative and Support,1989,Clerical and administrative workers - Office Managers and Program Administrators,5,4,4,5,5,5,4,5,4
332,Male,Other Services,1970,Professionals - Arts and Media Professionals,5,5,5,5,1,2,1,1,1
333,Male,"Electricity, Gas, Water and Waste",1991,Managers - Specialist Managers,3,3,3,3,4,4,4,2,4
334,Male,Other Services,1979,"Professionals - Business, Human Resource and Marketing Professionals",4,5,4,4,5,3,4,4,4
335,Female,Arts and Recreation,1980,Professionals - Education Professionals,2,4,4,4,4,4,2,4,4
336,Female,Financial and Insurance,1991,"Managers - Chief Executives, General Managers and Legislators",4,5,4,4,5,4,5,5,4
337,Male,Education and Training,1991,Professionals - Education Professionals,5,1,1,5,1,2,1,1,3
338,Male,Other Services,1988,"Managers - Chief Executives, General Managers and Legislators",3,4,2,5,3,5,3,4,2
339,Female,Other Services,1980,Clerical and administrative workers - General Clerical Workers,5,5,5,3,5,5,1,5,5
340,Male,"Professional, Scientific and Technical",1989,Professionals - Arts and Media Professionals,5,5,5,5,5,5,5,5,5
341,Female,Education and Training,1989,Professionals - Education Professionals,3,4,4,4,3,4,3,4,4
342,Male,Education and Training,1971,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,3,5,5,5,5,5
343,Male,"Professional, Scientific and Technical",1994,"Professionals - Legal, Social and Welfare Professionals",4,4,4,3,4,5,5,5,4
344,Male,Public Administration and Safety,1973,Managers - Specialist Managers,4,3,4,4,4,4,4,4,4
345,Female,Health Care and Social Assistance,1984,Professionals - Health Professionals,4,4,4,4,3,5,2,4,4
346,Male,"Professional, Scientific and Technical",1981,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,4,5,5,5,4
347,Male,Administrative and Support,1986,Managers - Specialist Managers,4,4,5,4,5,3,4,4,3
348,Female,Manufacturing,1990,"Professionals - Business, Human Resource and Marketing Professionals",4,3,4,4,4,4,5,5,3
349,Female,"Professional, Scientific and Technical",1987,Managers - Specialist Managers,5,5,5,4,4,4,5,5,5
350,Male,Other Services,1980,Managers - Specialist Managers,5,4,4,5,5,5,5,5,5
351,Male,Construction,2001,Machinery operators and drivers - Machine and Stationary Plant Operators,5,5,4,5,4,4,5,5,4
352,Female,Administrative and Support,1985,Professionals - ICT Professionals,5,2,5,4,5,5,5,4,3
353,Male,Other Services,1978,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5
354,Male,Construction,1970,Technicians and trades workers - Construction Trades Workers,3,4,3,4,3,4,4,3,4
355,Male,Other Services,1975,"Managers - Chief Executives, General Managers and Legislators",5,4,5,4,5,5,4,4,5
356,Male,Accommodation and Food,1978,Managers - Specialist Managers,5,4,5,4,4,4,5,5,4
357,Male,Manufacturing,1977,"Managers - Chief Executives, General Managers and Legislators",4,4,3,3,3,3,3,4,4
358,Female,Wholesale Trade,1982,"Managers - Chief Executives, General Managers and Legislators",2,1,4,4,2,2,1,2,2
359,Male,Financial and Insurance,1978,"Technicians and trades workers - Engineering, ICT and Science Technicians",4,4,3,4,5,4,5,5,5
360,Female,Other Services,1971,Managers - Specialist Managers,3,1,1,4,2,2,3,3,2
361,Female,Retail Trade,1972,"Managers - Hospitality, Retail and Service Managers",3,4,4,3,4,4,4,4,4
362,Male,Information Media and Telecommunications,1983,Professionals - ICT Professionals,3,4,4,3,3,4,4,3,4
363,Male,"Electricity, Gas, Water and Waste",1975,Community and personal service workers - Protective Service Workers,3,3,3,3,3,3,3,3,3
364,Male,"Professional, Scientific and Technical",1959,Managers - Specialist Managers,4,4,4,4,4,4,4,4,4
365,Female,Health Care and Social Assistance,1970,"Managers - Chief Executives, General Managers and Legislators",4,4,5,5,3,2,1,4,4
366,Female,Financial and Insurance,1957,Clerical and administrative workers - General Clerical Workers,4,4,4,4,3,4,4,3,4
367,Male,Education and Training,1989,Managers - Specialist Managers,4,5,5,3,3,4,2,5,5
368,Female,Retail Trade,1970,Sales workers - Sales Support Workers,5,5,5,5,5,5,5,5,1
369,Female,Manufacturing,1991,"Managers - Chief Executives, General Managers and Legislators",4,5,5,5,5,5,4,5,4
370,Female,Wholesale Trade,1993,"Managers - Chief Executives, General Managers and Legislators",3,3,3,3,3,3,2,3,2
371,Female,Public Administration and Safety,1969,Clerical and administrative workers - Personal Assistants and Secretaries,4,4,4,5,4,4,4,4,4
372,Female,Financial and Insurance,1995,Clerical and administrative workers - General Clerical Workers,5,1,1,3,3,4,4,4,4
373,Female,Financial and Insurance,1983,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,4,4,4,4,4,4
374,Female,Other Services,1972,Clerical and administrative workers - Clerical and Office Support Workers,1,1,2,5,5,5,5,5,4
375,Male,"Rental, Hiring and Real Estate",1962,"Managers - Chief Executives, General Managers and Legislators",3,1,1,2,4,3,1,2,3
376,Male,"Professional, Scientific and Technical",1965,Managers - Specialist Managers,2,3,3,4,3,3,3,2,2
377,Female,Other Services,1981,Professionals - ICT Professionals,3,4,4,2,3,5,3,4,5
378,Male,"Professional, Scientific and Technical",1985,Managers - Specialist Managers,5,4,5,4,3,3,3,2,3
379,Male,"Professional, Scientific and Technical",1985,Managers - Specialist Managers,5,4,5,5,5,5,5,5,5
380,Male,"Transport, Postal and Warehousing",1963,Sales workers - Sales Representatives and Agents,5,3,5,4,3,3,2,3,2
381,Female,"Transport, Postal and Warehousing",1994,Clerical and administrative workers - Clerical and Office Support Workers,4,1,1,5,5,5,4,4,5
382,Female,Retail Trade,1992,Professionals - ICT Professionals,4,5,5,4,4,4,5,4,5
383,Male,Retail Trade,1971,Managers - Specialist Managers,2,3,4,3,4,3,3,3,4
384,Female,"Rental, Hiring and Real Estate",1970,Managers - Specialist Managers,3,4,4,3,2,4,3,3,3
385,Male,Information Media and Telecommunications,1959,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,3,5,5,5,5,4,5,4,5
386,Female,Other Services,2000,Clerical and administrative workers - General Clerical Workers,4,4,5,3,4,4,4,4,3
387,Female,Wholesale Trade,1974,Clerical and administrative workers - Personal Assistants and Secretaries,3,3,4,4,3,2,4,3,4
388,Male,Construction,1959,"Managers - Chief Executives, General Managers and Legislators",5,4,5,5,4,5,2,5,5
389,Female,Retail Trade,1983,Sales workers - Sales Representatives and Agents,5,4,5,1,5,5,5,5,5
390,Male,Financial and Insurance,1975,"Technicians and trades workers - Engineering, ICT and Science Technicians",4,4,4,5,5,5,5,4,4
391,Male,"Transport, Postal and Warehousing",1971,"Managers - Chief Executives, General Managers and Legislators",4,2,4,5,1,4,2,2,3
392,Female,"Professional, Scientific and Technical",1972,Managers - Specialist Managers,4,4,4,3,4,4,4,4,3
393,Male,"Transport, Postal and Warehousing",1965,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,5,4,4,4,2
394,Male,Public Administration and Safety,1973,Managers - Specialist Managers,3,4,3,3,3,3,2,3,3
395,Male,Financial and Insurance,1974,Managers - Specialist Managers,3,4,3,4,3,4,3,4,3
396,Female,Education and Training,1968,Professionals - Education Professionals,4,2,2,2,5,3,5,4,2
397,Female,Manufacturing,1982,Managers - Specialist Managers,5,5,5,4,5,4,2,5,4
398,Male,Construction,1999,"Professionals - Design, Engineering, Science and Transport Professionals",3,2,4,1,3,2,2,4,4
399,Female,Financial and Insurance,1982,"Managers - Chief Executives, General Managers and Legislators",5,5,5,4,5,5,1,5,5
400,Male,Information Media and Telecommunications,1985,"Managers - Chief Executives, General Managers and Legislators",3,4,4,4,3,4,2,2,4
401,Female,Financial and Insurance,1975,Clerical and administrative workers - General Clerical Workers,5,5,5,5,4,3,5,5,3
402,Male,Health Care and Social Assistance,1971,Managers - Specialist Managers,5,5,5,5,4,4,4,4,5
403,Female,Information Media and Telecommunications,1976,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,4
404,Female,"Professional, Scientific and Technical",1959,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,3,5,5,5,5,5
405,Male,Information Media and Telecommunications,1978,"Managers - Chief Executives, General Managers and Legislators",5,5,4,4,4,5,5,5,5
406,Female,"Professional, Scientific and Technical",1967,Professionals - ICT Professionals,5,2,4,4,5,4,4,4,2
407,Female,Health Care and Social Assistance,1976,"Managers - Chief Executives, General Managers and Legislators",4,4,4,5,4,5,4,4,2
408,Male,Mining,2000,"Technicians and trades workers - Engineering, ICT and Science Technicians",3,3,3,5,3,3,3,3,3
409,Male,Information Media and Telecommunications,1991,Managers - Specialist Managers,2,4,2,4,2,3,4,4,4
410,Female,Construction,1998,"Managers - Chief Executives, General Managers and Legislators",5,4,3,4,3,4,2,3,4
411,Male,"Professional, Scientific and Technical",1980,Managers - Specialist Managers,4,4,4,3,4,4,4,4,5
412,Female,Education and Training,1962,Professionals - Education Professionals,3,1,1,5,3,1,4,4,5
413,Female,"Transport, Postal and Warehousing",1982,Managers - Specialist Managers,1,1,1,1,1,1,1,1,1
414,Male,"Professional, Scientific and Technical",1990,Managers - Specialist Managers,3,3,3,3,4,4,2,3,4
415,Female,"Professional, Scientific and Technical",1999,"Professionals - Legal, Social and Welfare Professionals",4,4,4,2,3,4,5,1,2
416,Female,Education and Training,1977,Clerical and administrative workers - Other Clerical and Administrative Workers,3,1,1,1,1,5,3,3,4
417,Female,Financial and Insurance,1957,Clerical and administrative workers - General Clerical Workers,4,4,4,4,3,3,3,3,3
418,Male,"Transport, Postal and Warehousing",1972,"Professionals - Business, Human Resource and Marketing Professionals",3,1,1,5,1,2,1,1,2
419,Female,Administrative and Support,1960,Clerical and administrative workers - Clerical and Office Support Workers,4,5,5,4,5,4,3,4,4
420,Female,Financial and Insurance,1978,Clerical and administrative workers - Other Clerical and Administrative Workers,3,3,3,3,3,3,3,3,3
421,Female,Education and Training,1986,Managers - Specialist Managers,4,4,4,5,4,5,4,5,4
422,Female,Financial and Insurance,1985,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,4,4,4,4,4,4
423,Male,Other Services,1980,"Managers - Chief Executives, General Managers and Legislators",4,5,4,5,4,5,5,4,4
424,Female,Education and Training,1974,Professionals - Education Professionals,2,2,1,4,4,2,3,3,1
425,Male,Construction,1975,Technicians and trades workers - Construction Trades Workers,4,4,4,4,4,4,3,4,4
426,Female,Other Services,1970,Professionals - Health Professionals,4,4,4,4,4,4,3,4,4
427,Female,Wholesale Trade,1993,"Managers - Chief Executives, General Managers and Legislators",4,4,2,2,4,2,4,1,3
428,Male,Information Media and Telecommunications,1976,"Professionals - Design, Engineering, Science and Transport Professionals",5,4,5,5,4,3,4,4,4
429,Female,Wholesale Trade,1999,Machinery operators and drivers - Mobile Plant Operators,1,3,5,2,3,2,3,4,1
430,Male,"Professional, Scientific and Technical",1978,Professionals - ICT Professionals,4,1,2,5,4,4,4,4,5
431,Female,Health Care and Social Assistance,1985,"Professionals - Legal, Social and Welfare Professionals",1,1,3,5,1,3,1,2,5
432,Female,Construction,1971,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,4,3,4,4,4,5
433,Male,"Transport, Postal and Warehousing",1982,Machinery operators and drivers - Road and Rail Drivers,5,4,5,3,5,5,5,5,3
434,Female,Manufacturing,1972,Clerical and administrative workers - Office Managers and Program Administrators,4,4,5,4,3,4,4,5,4
435,Female,"Professional, Scientific and Technical",1991,Professionals - Arts and Media Professionals,4,4,4,4,4,4,4,4,4
436,Male,Health Care and Social Assistance,1977,Professionals - ICT Professionals,5,4,4,4,4,4,4,4,5
437,Male,Retail Trade,1981,Technicians and trades workers - Food Trades Workers,4,4,3,3,4,5,3,4,3
438,Female,Information Media and Telecommunications,1982,Professionals - ICT Professionals,5,4,4,5,4,5,5,5,5
439,Male,"Professional, Scientific and Technical",1986,Managers - Specialist Managers,4,3,4,5,5,4,4,4,3
440,Female,Arts and Recreation,1990,Machinery operators and drivers - Road and Rail Drivers,2,4,3,1,3,4,5,4,2
441,Female,Other Services,1990,Clerical and administrative workers - General Clerical Workers,5,4,5,1,5,5,5,4,3
442,Male,Financial and Insurance,1984,"Professionals - Business, Human Resource and Marketing Professionals",4,1,1,5,4,5,5,5,5
443,Female,Retail Trade,1995,Clerical and administrative workers - Clerical and Office Support Workers,4,1,4,5,4,4,2,4,3
444,Male,Information Media and Telecommunications,1985,"Managers - Chief Executives, General Managers and Legislators",3,4,3,4,4,3,4,5,2
445,Male,Administrative and Support,1991,Sales workers - Sales Representatives and Agents,4,1,1,2,2,3,2,4,2
446,Male,Information Media and Telecommunications,1983,Managers - Specialist Managers,4,3,3,4,4,5,5,4,4
447,Female,Health Care and Social Assistance,1980,Professionals - Health Professionals,4,2,4,5,4,4,4,4,4
448,Female,Other Services,1996,Clerical and administrative workers - General Clerical Workers,4,5,4,2,4,3,4,5,4
449,Male,Education and Training,1977,Professionals - Education Professionals,1,1,1,1,1,4,1,1,5
450,Male,Information Media and Telecommunications,1977,"Managers - Chief Executives, General Managers and Legislators",4,5,5,3,3,4,5,3,5
451,Male,Accommodation and Food,1982,"Managers - Hospitality, Retail and Service Managers",5,5,5,3,3,3,2,3,3
452,Female,Health Care and Social Assistance,1957,Professionals - Health Professionals,4,2,2,4,5,4,4,4,3
453,Male,Construction,1982,"Managers - Chief Executives, General Managers and Legislators",3,3,2,4,2,3,2,2,1
454,Male,Wholesale Trade,1983,Managers - Specialist Managers,4,4,3,4,4,4,4,3,4
455,Male,Mining,1962,"Managers - Chief Executives, General Managers and Legislators",5,5,5,4,3,4,4,5,4
456,Female,Information Media and Telecommunications,1972,Professionals - ICT Professionals,5,5,5,5,5,5,5,5,5
457,Male,Construction,1985,"Managers - Chief Executives, General Managers and Legislators",3,3,3,4,4,4,4,3,3
458,Female,Financial and Insurance,1983,Managers - Specialist Managers,4,4,4,4,4,4,4,4,4
459,Female,Other Services,1975,"Labourers - Farm, Forestry and Garden Workers",3,3,4,3,5,5,5,5,5
460,Female,Public Administration and Safety,1963,Clerical and administrative workers - Other Clerical and Administrative Workers,4,1,3,3,5,5,5,3,3
461,Female,Public Administration and Safety,1986,Managers - Specialist Managers,1,1,1,2,1,5,4,2,5
462,Female,Education and Training,1993,Professionals - Education Professionals,3,1,1,1,1,1,1,1,3
463,Female,Health Care and Social Assistance,1995,Technicians and trades workers - Other Technicians and Trades Workers,4,2,3,4,3,3,2,3,4
464,Female,Construction,1991,Managers - Specialist Managers,1,2,2,5,4,4,4,4,2
465,Female,Financial and Insurance,1994,Managers - Specialist Managers,3,2,2,2,2,2,2,4,1
466,Male,Public Administration and Safety,1974,Managers - Specialist Managers,3,4,3,3,3,3,4,3,4
467,Female,"Professional, Scientific and Technical",1979,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,4,4,4,4,4
468,Male,Retail Trade,1988,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,3
469,Male,Construction,1980,Labourers - Construction and Mining Labourers,5,1,2,1,5,5,5,5,5
470,Female,Retail Trade,1989,"Managers - Chief Executives, General Managers and Legislators",4,4,2,4,3,3,3,4,4
471,Female,"Professional, Scientific and Technical",1983,"Professionals - Business, Human Resource and Marketing Professionals",4,3,2,5,4,3,5,4,2
472,Female,Arts and Recreation,1977,Professionals - Arts and Media Professionals,5,5,5,3,5,5,5,5,5
473,Male,"Professional, Scientific and Technical",1988,Managers - Specialist Managers,4,3,3,5,4,4,4,4,4
474,Male,Education and Training,1968,Professionals - Education Professionals,2,1,1,1,2,2,1,1,1
475,Male,Other Services,1996,Managers - Specialist Managers,5,5,5,5,5,5,5,5,5
476,Female,Financial and Insurance,1980,Professionals - ICT Professionals,4,4,2,3,4,4,4,4,2
477,Male,Information Media and Telecommunications,1987,Professionals - ICT Professionals,4,3,5,4,4,3,4,4,2
478,Male,Financial and Insurance,1983,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,3,5,4,5,5,5
479,Male,Information Media and Telecommunications,1972,Managers - Specialist Managers,5,4,4,5,4,3,4,4,5
480,Female,Education and Training,1984,Clerical and administrative workers - General Clerical Workers,5,4,5,4,5,5,4,5,4
481,Male,Public Administration and Safety,1961,Technicians and trades workers - Skilled Animal and Horticultural Workers,4,3,1,4,4,5,4,3,4
482,Female,Health Care and Social Assistance,1984,Professionals - Health Professionals,5,5,4,4,4,5,4,5,4
483,Male,"Transport, Postal and Warehousing",1985,"Professionals - Business, Human Resource and Marketing Professionals",3,4,4,4,3,4,4,4,4
484,Male,Administrative and Support,1984,Community and personal service workers - Hospitality Workers,2,2,3,3,1,3,3,2,3
485,Female,Information Media and Telecommunications,1991,Clerical and administrative workers - General Clerical Workers,4,4,5,5,4,5,5,5,5
486,Male,"Electricity, Gas, Water and Waste",1982,"Professionals - Business, Human Resource and Marketing Professionals",4,4,5,4,4,5,5,5,5
487,Female,Education and Training,1989,Professionals - Education Professionals,4,3,5,5,2,4,4,3,5
488,Male,Retail Trade,1971,Managers - Specialist Managers,4,4,3,3,3,3,4,4,3
489,Female,"Electricity, Gas, Water and Waste",1968,Clerical and administrative workers - General Clerical Workers,4,1,1,1,2,2,2,4,4
490,Female,Arts and Recreation,1992,Professionals - Arts and Media Professionals,5,5,5,1,4,5,5,3,3
491,Female,Health Care and Social Assistance,1957,Clerical and administrative workers - Other Clerical and Administrative Workers,5,5,5,5,5,3,5,5,5
492,Female,Other Services,1966,Professionals - Health Professionals,3,3,3,3,3,3,3,3,3
493,Male,Information Media and Telecommunications,1972,Managers - Specialist Managers,5,4,4,5,5,5,4,4,4
494,Female,Information Media and Telecommunications,1981,"Professionals - Business, Human Resource and Marketing Professionals",4,4,2,5,1,4,2,2,3
495,Male,Mining,1980,Managers - Specialist Managers,4,1,4,5,2,2,2,2,2
496,Female,Information Media and Telecommunications,1981,Professionals - ICT Professionals,4,4,4,4,3,4,4,2,2
497,Female,Accommodation and Food,1990,Clerical and administrative workers - Office Managers and Program Administrators,4,4,5,5,5,5,5,5,4
498,Male,Education and Training,1969,Professionals - Education Professionals,3,1,1,1,1,4,1,1,4
499,Female,Information Media and Telecommunications,1981,"Professionals - Design, Engineering, Science and Transport Professionals",4,4,4,4,4,4,4,4,4
500,Male,Information Media and Telecommunications,2001,"Managers - Chief Executives, General Managers and Legislators",2,3,4,4,4,3,4,3,4
501,Female,Arts and Recreation,1973,Clerical and administrative workers - Other Clerical and Administrative Workers,5,5,5,5,4,5,4,5,5
502,Female,"Professional, Scientific and Technical",1989,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,5,5,5
503,Female,Education and Training,1978,Professionals - Education Professionals,4,1,1,5,2,3,2,3,4
504,Female,Public Administration and Safety,1985,Professionals - Health Professionals,4,5,5,5,5,3,5,3,2
505,Female,Construction,1996,Sales workers - Sales Representatives and Agents,2,4,1,3,2,2,4,3,3
506,Male,Health Care and Social Assistance,1969,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,3,3,3,2,4
507,Male,Health Care and Social Assistance,1977,Professionals - ICT Professionals,4,4,4,4,4,4,4,4,4
508,Female,Information Media and Telecommunications,1995,Managers - Specialist Managers,4,4,4,4,1,2,1,1,3
509,Male,Wholesale Trade,1989,"Managers - Chief Executives, General Managers and Legislators",3,4,4,4,4,4,4,4,4
510,Female,Manufacturing,1984,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,1,1,1,1,1
511,Female,"Electricity, Gas, Water and Waste",1971,"Managers - Chief Executives, General Managers and Legislators",3,5,3,3,3,3,3,3,3
